,zipcode,type,commoncity,county,areacode
41,80101,Standard,Agate,Elbert County,Area Code 719
42,80102,Standard,Bennett,Adams County,Area Code 303
43,80103,Standard,Byers,Arapahoe County,Area Code 303
44,80104,Standard,Castle Rock,Douglas County,Area Code 303
45,80105,Standard,Deer Trail,Arapahoe County,Area Code 719Area Code 303Area Code 720
46,80106,Standard,Elbert,El Paso County,Area Code 719
47,80107,Standard,Elizabeth,Elbert County,Area Code 719
48,80108,Standard,"Castle Rock, Castle Pines",Douglas County,Area Code 303
49,80109,Standard,Castle Rock,Douglas County,Area Code 303
50,80110,Standard,"Englewood, Cherry Hills, Cherry Hills Village, Cher...",Arapahoe County,Area Code 303
51,80111,Standard,"Englewood, Centennial, Cherry Hills, Cherry Hills V...",Arapahoe County,Area Code 303
52,80112,Standard,"Englewood, Centennial, Greenwood Village, Greenwood...",Arapahoe County,Area Code 303Area Code 720
53,80113,Standard,"Englewood, Cherry Hills, Cherry Hills Village, Cher...",Arapahoe County,Area Code 303
54,80116,Standard,Franktown,Douglas County,Area Code 303
55,80117,Standard,Kiowa,Elbert County,Area Code 719
56,80118,Standard,Larkspur,Douglas County,Area Code 303
57,80120,Standard,Littleton,Arapahoe County,Area Code 303
58,80121,Standard,"Littleton, Centennial, Cherry Hills Village, Cherry...",Arapahoe County,Area Code 303
59,80122,Standard,"Littleton, Centennial",Arapahoe County,Area Code 303Area Code 720
60,80123,Standard,"Littleton, Bow Mar, Columbine Valley, Columbine Vly...",Jefferson County,Area Code 303Area Code 720
61,80124,Standard,"Lone Tree, Littleton",Douglas County,Area Code 303Area Code 720
62,80125,Standard,"Littleton, Roxborough",Douglas County,Area Code 303
63,80126,Standard,"Littleton, Hghlnds Ranch, Highlands Ranch",Douglas County,Area Code 303Area Code 720
64,80127,Standard,"Littleton, Denver",Jefferson County,Area Code 303Area Code 720
65,80128,Standard,Littleton,Jefferson County,Area Code 303
66,80129,Standard,"Littleton, Hghlnds Ranch, Highlands Ranch",Douglas County,Area Code 303Area Code 720
67,80130,Standard,"Littleton, Hghlnds Ranch, Highlands Ranch",Douglas County,Area Code 303Area Code 720
68,80131,PO Box,Louviers,Douglas County,Area Code 303
69,80132,Standard,Monument,El Paso County,Area Code 719
70,80133,Standard,Palmer Lake,El Paso County,Area Code 719
71,80134,Standard,"Parker, Lone Tree",Douglas County,Area Code 303
72,80135,Standard,"Sedalia, Deckers",Douglas County,Area Code 303Area Code 720
73,80136,Standard,Strasburg,Adams County,Area Code 303
74,80137,Standard,Watkins,Arapahoe County,Area Code 303
75,80138,Standard,Parker,Douglas County,Area Code 303
76,80150,PO Box,Englewood,Arapahoe County,Area Code 303
77,80151,PO Box,Englewood,Arapahoe County,Area Code 303
78,80155,PO Box,"Englewood, Greenwood Village, Greenwood Vlg",Arapahoe County,Area Code 303
79,80160,PO Box,Littleton,Arapahoe County,Area Code 303
80,80161,PO Box,"Littleton, Centennial",Arapahoe County,Area Code 303
81,80162,PO Box,Littleton,Arapahoe County,Area Code 303
82,80163,PO Box,"Littleton, Hghlnds Ranch, Highlands Ranch",Arapahoe County,Area Code 303
83,80165,Unique,Littleton,Arapahoe County,Area Code 303
84,80166,Unique,Littleton,Arapahoe County,Area Code 303
85,80201,PO Box,Denver,Denver County,Area Code 303
86,80202,Standard,Denver,Denver County,Area Code 303Area Code 720
87,80203,Standard,Denver,Denver County,Area Code 303Area Code 720
88,80204,Standard,Denver,Denver County,Area Code 720Area Code 303
89,80205,Standard,Denver,Denver County,Area Code 720
90,80206,Standard,Denver,Denver County,Area Code 303Area Code 720
91,80207,Standard,Denver,Denver County,Area Code 303Area Code 720
92,80208,Unique,Denver,Denver County,Area Code 303
93,80209,Standard,Denver,Denver County,Area Code 303Area Code 720
94,80210,Standard,Denver,Denver County,Area Code 303Area Code 720
95,80211,Standard,Denver,Denver County,Area Code 303Area Code 720
96,80212,Standard,"Denver, Wheat Ridge",Denver County,Area Code 303Area Code 720
97,80214,Standard,"Denver, Edgewater, Lakewood, Wheat Ridge",Jefferson County,Area Code 303Area Code 720
98,80215,Standard,"Denver, Lakewood, Wheat Ridge",Jefferson County,Area Code 303Area Code 720
99,80216,Standard,"Denver, Commerce City",Denver County,Area Code 303Area Code 720
100,80217,PO Box,Denver,Denver County,Area Code 303
101,80218,Standard,Denver,Denver County,Area Code 303Area Code 720
102,80219,Standard,Denver,Denver County,Area Code 303Area Code 720
103,80220,Standard,Denver,Denver County,Area Code 720Area Code 303
104,80221,Standard,"Denver, Federal Heights, Federal Hgts, Thornton,...",Adams County,Area Code 303Area Code 720
105,80222,Standard,Denver,Denver County,Area Code 303Area Code 720
106,80223,Standard,Denver,Denver County,Area Code 303Area Code 720
107,80224,Standard,Denver,Denver County,Area Code 303Area Code 720
108,80225,PO Box,"Denver, Lakewood",Denver County,Area Code 303
109,80226,Standard,"Denver, Lakewood",Jefferson County,Area Code 303Area Code 720
110,80227,Standard,"Denver, Lakewood",Jefferson County,Area Code 303Area Code 720
111,80228,Standard,"Denver, Lakewood",Jefferson County,Area Code 303Area Code 720
112,80229,Standard,"Denver, Thornton",Adams County,Area Code 303Area Code 720
113,80230,Standard,"Denver, Lowry, Montclair",Denver County,Area Code 720Area Code 303
114,80231,Standard,Denver,Denver County,Area Code 303Area Code 720
115,80232,Standard,"Denver, Lakewood",Jefferson County,Area Code 720Area Code 303
116,80233,Standard,"Denver, Northglenn, Thornton",Adams County,Area Code 720Area Code 303
117,80234,Standard,"Denver, North Glenn, Northglenn, Westminster",Adams County,Area Code 303Area Code 720
118,80235,Standard,"Denver, Lakewood",Jefferson County,Area Code 303Area Code 720
119,80236,Standard,"Denver, Lakewood",Denver County,Area Code 303Area Code 720
120,80237,Standard,Denver,Denver County,Area Code 303Area Code 720
121,80238,Standard,"Denver, Montbello",Denver County,Area Code 303Area Code 720
122,80239,Standard,Denver,Denver County,Area Code 303Area Code 720
123,80241,Standard,"Thornton, Denver, Northglenn, Westminster",Adams County,Area Code 303Area Code 720
124,80243,Unique,Denver,Denver County,Area Code 303
125,80244,Unique,Denver,Denver County,Area Code 303
126,80246,Standard,"Denver, Glendale",Denver County,Area Code 303
127,80247,Standard,"Denver, Aurora",Arapahoe County,Area Code 303
128,80248,PO Box,Denver,Denver County,Area Code 303
129,80249,Standard,Denver,Denver County,Area Code 720
130,80250,PO Box,Denver,Denver County,Area Code 303
131,80251,Unique,Denver,Denver County,Area Code 303
132,80252,Unique,Denver,Denver County,Area Code 303
133,80256,Unique,Denver,Denver County,Area Code 303
134,80257,Unique,Denver,Denver County,Area Code 303
135,80259,Unique,Denver,Denver County,Area Code 303
136,80260,Standard,"Denver, Federal Heights, Federal Hgts, Northglen...",Adams County,Area Code 303
137,80261,Unique,Denver,Denver County,Area Code 303
138,80262,Unique,Denver,Denver County,Area Code 303
139,80263,Unique,Denver,Denver County,Area Code 303
140,80264,Standard,Denver,Denver County,Area Code 303Area Code 720
141,80265,Standard,Denver,Denver County,Area Code 720Area Code 303
142,80266,Standard,Denver,Denver County,Area Code 303
143,80271,Unique,Denver,Denver County,Area Code 303
144,80273,Unique,Denver,Denver County,Area Code 303
145,80274,Unique,Denver,Denver County,Area Code 303
146,80279,Unique,Denver,Denver County,Area Code 303
147,80280,Unique,Denver,Denver County,Area Code 303
148,80281,Unique,Denver,Denver County,Area Code 303
149,80290,Standard,Denver,Denver County,Area Code 303Area Code 720
150,80291,Unique,Denver,Denver County,Area Code 303
151,80293,Standard,Denver,Denver County,Area Code 303
152,80294,Standard,Denver,Denver County,Area Code 720Area Code 303
153,80295,Standard,Denver,Denver County,Area Code 720
154,80299,Standard,Denver,Denver County,Area Code 303Area Code 720
155,80301,Standard,Boulder,Boulder County,Area Code 303
156,80302,Standard,Boulder,Boulder County,Area Code 303
157,80303,Standard,Boulder,Boulder County,Area Code 303
158,80304,Standard,Boulder,Boulder County,Area Code 303
159,80305,Standard,Boulder,Boulder County,Area Code 303
160,80306,PO Box,Boulder,Boulder County,Area Code 303
161,80307,PO Box,Boulder,Boulder County,Area Code 303
162,80308,PO Box,Boulder,Boulder County,Area Code 303
163,80309,Unique,Boulder,Boulder County,Area Code 303
164,80310,Unique,Boulder,Boulder County,Area Code 303
165,80314,Unique,Boulder,Boulder County,Area Code 303
166,80321,Unique,Boulder,Boulder County,Area Code 303
167,80322,Unique,Boulder,Boulder County,Area Code 303
168,80323,Unique,Boulder,Boulder County,Area Code 303
169,80328,Unique,Boulder,Boulder County,Area Code 303
170,80329,Unique,Boulder,Boulder County,Area Code 303
171,80401,Standard,"Golden, Evergreen, Lakewood",Jefferson County,Area Code 303Area Code 720
172,80402,PO Box,Golden,Jefferson County,Area Code 303
173,80403,Standard,"Golden, Arvada",Jefferson County,Area Code 303Area Code 720
174,80419,Unique,Golden,Jefferson County,Area Code 303
175,80420,PO Box,Alma,Park County,Area Code 719
176,80421,Standard,Bailey,Park County,Area Code 719
177,80422,Standard,Black Hawk,Gilpin County,Area Code 720
178,80423,Standard,Bond,Eagle County,Area Code 970
179,80424,Standard,"Breckenridge, Blue River",Summit County,Area Code 970
180,80425,PO Box,Buffalo Creek,Jefferson County,Area Code 303
181,80426,PO Box,Burns,Eagle County,Area Code 970
182,80427,PO Box,Central City,Gilpin County,Area Code 303
183,80428,Standard,Clark,Routt County,Area Code 970
184,80429,PO Box,"Climax, Leadville",Lake County,Area Code 719
185,80430,Standard,"Coalmont, Walden",Jackson County,Area Code 970
186,80432,PO Box,"Como, Fairplay",Park County,Area Code 719
187,80433,Standard,"Conifer, Foxton",Jefferson County,
188,80434,PO Box,Cowdrey,Jackson County,Area Code 970
189,80435,Standard,"Dillon, Keystone, Montezuma",Summit County,Area Code 970
190,80436,PO Box,Dumont,Clear Creek County,Area Code 303
191,80437,PO Box,Evergreen,Jefferson County,Area Code 303
192,80438,PO Box,Empire,Clear Creek County,Area Code 303
193,80439,Standard,"Evergreen, Golden",Jefferson County,Area Code 303Area Code 720
194,80440,Standard,Fairplay,Park County,Area Code 719
195,80442,PO Box,Fraser,Grand County,Area Code 970
196,80443,PO Box,Frisco,Summit County,Area Code 970
197,80444,PO Box,Georgetown,Clear Creek County,Area Code 303
198,80446,Standard,Granby,Grand County,Area Code 970
199,80447,Standard,Grand Lake,Grand County,Area Code 970
200,80448,PO Box,Grant,Park County,Area Code 719
201,80449,Standard,Hartsel,Park County,Area Code 719
202,80451,PO Box,"Hot Sulphur Springs, Hot Slphr Spr",Grand County,Area Code 970
203,80452,Standard,Idaho Springs,Clear Creek County,Area Code 303Area Code 720
204,80453,PO Box,Idledale,Jefferson County,Area Code 303
205,80454,PO Box,Indian Hills,Jefferson County,Area Code 303
206,80455,Standard,Jamestown,Boulder County,Area Code 720
207,80456,Standard,"Jefferson, Como, Fairplay",Park County,Area Code 719
208,80457,PO Box,Kittredge,Jefferson County,Area Code 303
209,80459,Standard,Kremmling,Grand County,Area Code 970
210,80461,Standard,Leadville,Lake County,Area Code 719
211,80463,Standard,Mc Coy,Routt County,Area Code 970
212,80465,Standard,Morrison,Jefferson County,Area Code 303
213,80466,Standard,Nederland,Boulder County,Area Code 970
214,80467,Standard,Oak Creek,Routt County,Area Code 970
215,80468,Standard,Parshall,Grand County,Area Code 970
216,80469,PO Box,Phippsburg,Routt County,Area Code 970
217,80470,Standard,Pine,Jefferson County,Area Code 303
218,80471,PO Box,Pinecliffe,Boulder County,Area Code 303
219,80473,PO Box,Rand,Jackson County,Area Code 970
220,80474,PO Box,Rollinsville,Gilpin County,Area Code 303
221,80475,PO Box,Shawnee,Park County,Area Code 719
222,80476,PO Box,Silver Plume,Clear Creek County,Area Code 303
223,80477,PO Box,"Steamboat Springs, Steamboat Spr",Routt County,Area Code 970
224,80478,PO Box,Tabernash,Grand County,Area Code 970
225,80479,PO Box,Toponas,Routt County,Area Code 970
226,80480,Standard,Walden,Jackson County,Area Code 970
227,80481,Standard,Ward,Boulder County,Area Code 303
228,80482,PO Box,Winter Park,Grand County,Area Code 970
229,80483,PO Box,Yampa,Routt County,Area Code 970
230,80487,Standard,"Steamboat Springs, Steamboat Spr",Routt County,Area Code 970
231,80488,PO Box,"Steamboat Springs, Steamboat Spr",Routt County,Area Code 970
232,80497,PO Box,Silverthorne,Summit County,Area Code 970
233,80498,Standard,"Silverthorne, Heeney",Summit County,Area Code 970
234,80501,Standard,Longmont,Boulder County,Area Code 303Area Code 720
235,80502,PO Box,Longmont,Boulder County,Area Code 303
236,80503,Standard,"Longmont, Niwot",Boulder County,Area Code 303Area Code 720
237,80504,Standard,"Longmont, Firestone, Frederick, Mead, Niwot",Boulder County,Area Code 303Area Code 720
238,80510,Standard,Allenspark,Boulder County,Area Code 720Area Code 303
239,80511,PO Box,Estes Park,Larimer County,Area Code 970
240,80512,Standard,Bellvue,Larimer County,Area Code 970
241,80513,Standard,Berthoud,Larimer County,Area Code 970
242,80514,Standard,"Dacono, Erie",Weld County,
243,80515,Standard,Drake,Larimer County,Area Code 970
244,80516,Standard,"Erie, Frederick",Weld County,
245,80517,Standard,Estes Park,Larimer County,Area Code 970
246,80520,PO Box,Firestone,Weld County,
247,80521,Standard,Fort Collins,Larimer County,Area Code 970
248,80522,PO Box,Fort Collins,Larimer County,Area Code 970
249,80523,Unique,Fort Collins,Larimer County,Area Code 970
250,80524,Standard,"Fort Collins, Severance",Larimer County,Area Code 970
251,80525,Standard,"Fort Collins, Timnath",Larimer County,Area Code 970
252,80526,Standard,Fort Collins,Larimer County,Area Code 970
253,80527,PO Box,Fort Collins,Larimer County,Area Code 970
254,80528,Standard,"Fort Collins, Windsor",Larimer County,Area Code 970
255,80530,Standard,Frederick,Weld County,
256,80532,PO Box,Glen Haven,Larimer County,Area Code 970
257,80533,PO Box,Hygiene,Boulder County,Area Code 303
258,80534,Standard,"Johnstown, Loveland",Weld County,Area Code 970
259,80535,Standard,Laporte,Larimer County,Area Code 970
260,80536,Standard,"Livermore, Virginia Dale",Larimer County,Area Code 970
261,80537,Standard,Loveland,Larimer County,Area Code 970
262,80538,Standard,Loveland,Larimer County,Area Code 970
263,80539,PO Box,Loveland,Larimer County,Area Code 970
264,80540,Standard,Lyons,Boulder County,Area Code 303Area Code 720
265,80541,PO Box,Masonville,Larimer County,Area Code 970
266,80542,Standard,Mead,Weld County,Area Code 970
267,80543,Standard,Milliken,Weld County,Area Code 970
268,80544,PO Box,Niwot,Boulder County,Area Code 303
269,80545,Standard,"Red Feather Lakes, Red Fe Lks",Larimer County,Area Code 970
270,80546,PO Box,Severance,Weld County,
271,80547,Standard,Timnath,Larimer County,Area Code 970
272,80549,Standard,Wellington,Larimer County,Area Code 970
273,80550,Standard,"Windsor, Severance",Weld County,Area Code 970
274,80551,Unique,Windsor,Weld County,Area Code 970
275,80553,Unique,Fort Collins,Larimer County,Area Code 970
276,80601,Standard,Brighton,Adams County,Area Code 303Area Code 720
277,80602,Standard,"Brighton, Thornton",Adams County,Area Code 303Area Code 720
278,80603,Standard,"Brighton, Commerce City, Lochbuie",Weld County,Area Code 303Area Code 720
279,80610,Standard,"Ault, Severance",Weld County,
280,80611,Standard,Briggsdale,Weld County,Area Code 970
281,80612,Standard,Carr,Weld County,Area Code 970
282,80614,PO Box,Eastlake,Adams County,Area Code 303
283,80615,Standard,"Eaton, Severance",Weld County,Area Code 970
284,80620,Standard,Evans,Weld County,Area Code 970
285,80621,Standard,"Fort Lupton, Wattenburg",Weld County,Area Code 303Area Code 720
286,80622,Standard,Galeton,Weld County,
287,80623,PO Box,Gilcrest,Weld County,
288,80624,Standard,Gill,Weld County,
289,80631,Standard,"Greeley, Garden City",Weld County,Area Code 970
290,80632,PO Box,Greeley,Weld County,Area Code 970
291,80633,PO Box,Greeley,Weld County,Area Code 970
292,80634,Standard,"Greeley, Evans",Weld County,Area Code 970
293,80638,Unique,Greeley,Weld County,Area Code 970
294,80639,Unique,Greeley,Weld County,Area Code 970
295,80640,Standard,"Henderson, Brighton, Commerce City",Adams County,Area Code 720
296,80642,Standard,Hudson,Weld County,Area Code 303Area Code 720
297,80643,Standard,Keenesburg,Weld County,Area Code 303Area Code 720
298,80644,Standard,Kersey,Weld County,
299,80645,Standard,"La Salle, Evans",Weld County,Area Code 970
300,80646,PO Box,Lucerne,Weld County,
301,80648,Standard,Nunn,Weld County,Area Code 970
302,80649,Standard,Orchard,Morgan County,Area Code 303
303,80650,Standard,Pierce,Weld County,
304,80651,Standard,Platteville,Weld County,Area Code 970
305,80652,Standard,Roggen,Weld County,Area Code 303
306,80653,Standard,Weldona,Morgan County,Area Code 970
307,80654,Standard,"Wiggins, Hoyt",Morgan County,Area Code 970
308,80701,Standard,Fort Morgan,Morgan County,Area Code 970
309,80705,Standard,"Log Lane Village, Fort Morgan, Log Lane Vlg",Morgan County,Area Code 970
310,80720,Standard,Akron,Washington County,Area Code 970
311,80721,Standard,Amherst,Phillips County,Area Code 970
312,80722,Standard,Atwood,Logan County,Area Code 970
313,80723,Standard,Brush,Morgan County,Area Code 970
314,80726,Standard,Crook,Logan County,Area Code 970
315,80727,Standard,Eckley,Yuma County,Area Code 970
316,80728,Standard,Fleming,Logan County,Area Code 970
317,80729,Standard,Grover,Weld County,Area Code 970
318,80731,Standard,Haxtun,Phillips County,Area Code 970
319,80732,PO Box,Hereford,Weld County,
320,80733,Standard,Hillrose,Morgan County,Area Code 970
321,80734,Standard,Holyoke,Phillips County,Area Code 970
322,80735,Standard,"Idalia, Hale",Yuma County,Area Code 970
323,80736,Standard,Iliff,Logan County,Area Code 970
324,80737,Standard,Julesburg,Sedgwick County,Area Code 970
325,80740,Standard,Lindon,Washington County,Area Code 970
326,80741,Standard,"Merino, Willard",Logan County,Area Code 970
327,80742,Standard,New Raymer,Weld County,Area Code 970
328,80743,Standard,Otis,Washington County,Area Code 970
329,80744,Standard,Ovid,Sedgwick County,Area Code 970
330,80745,Standard,Padroni,Logan County,Area Code 970
331,80746,Standard,Paoli,Phillips County,Area Code 970
332,80747,Standard,Peetz,Logan County,Area Code 970
333,80749,Standard,Sedgwick,Sedgwick County,Area Code 970
334,80750,Standard,Snyder,Morgan County,Area Code 970
335,80751,Standard,Sterling,Logan County,Area Code 970
336,80754,Standard,Stoneham,Weld County,Area Code 970
337,80755,Standard,Vernon,Yuma County,Area Code 970
338,80757,Standard,"Woodrow, Last Chance",Washington County,Area Code 970
339,80758,Standard,"Wray, Laird",Yuma County,Area Code 970
340,80759,Standard,Yuma,Yuma County,Area Code 970
341,80801,Standard,Anton,Washington County,Area Code 970
342,80802,Standard,Arapahoe,Cheyenne County,Area Code 719
343,80804,Standard,Arriba,Lincoln County,Area Code 970Area Code 719
344,80805,Standard,Bethune,Kit Carson County,Area Code 719
345,80807,Standard,Burlington,Kit Carson County,Area Code 719
346,80808,Standard,Calhan,El Paso County,Area Code 719
347,80809,Standard,Cascade,El Paso County,Area Code 719
348,80810,Standard,"Cheyenne Wells, Cheyenne Wls",Cheyenne County,Area Code 719
349,80812,Standard,Cope,Washington County,Area Code 970
350,80813,Standard,Cripple Creek,Teller County,Area Code 719
351,80814,Standard,Divide,Teller County,Area Code 719
352,80815,Standard,Flagler,Kit Carson County,Area Code 719Area Code 970
353,80816,Standard,Florissant,Teller County,Area Code 719
354,80817,Standard,Fountain,El Paso County,Area Code 719
355,80818,Standard,Genoa,Lincoln County,Area Code 719
356,80819,PO Box,"Green Mountain Falls, Green Mtn Fls",El Paso County,Area Code 719
357,80820,Standard,Guffey,Park County,
358,80821,Standard,"Hugo, Boyero",Lincoln County,Area Code 719
359,80822,Standard,Joes,Yuma County,Area Code 970
360,80823,Standard,Karval,Lincoln County,Area Code 719
361,80824,Standard,Kirk,Yuma County,Area Code 970
362,80825,Standard,Kit Carson,Cheyenne County,Area Code 719
363,80826,Unique,Limon,Lincoln County,Area Code 719
364,80827,Standard,Lake George,Park County,Area Code 719
365,80828,Standard,Limon,Lincoln County,Area Code 719
366,80829,Standard,"Manitou Springs, Manitou Spgs",El Paso County,Area Code 719
367,80830,Standard,Matheson,Elbert County,Area Code 719
368,80831,Standard,"Peyton, Falcon",El Paso County,Area Code 719
369,80832,Standard,Ramah,El Paso County,Area Code 719
370,80833,Standard,Rush,El Paso County,Area Code 719
371,80834,Standard,Seibert,Kit Carson County,Area Code 970
372,80835,Standard,Simla,Elbert County,Area Code 719
373,80836,Standard,Stratton,Kit Carson County,Area Code 719
374,80840,Standard,"Usaf Academy, United States Air Force Acad, Us Air For...",El Paso County,Area Code 719
375,80841,PO Box,"Usaf Academy, Cadet Sta",El Paso County,Area Code 719
376,80860,PO Box,Victor,Teller County,Area Code 719
377,80861,Standard,Vona,Kit Carson County,Area Code 719
378,80862,PO Box,Wild Horse,Cheyenne County,Area Code 719
379,80863,Standard,Woodland Park,Teller County,Area Code 719
380,80864,Standard,Yoder,El Paso County,Area Code 719
381,80866,PO Box,Woodland Park,Teller County,Area Code 719
382,80901,PO Box,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
383,80902,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs, Fort Carson, F...",El Paso County,Area Code 719
384,80903,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
385,80904,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
386,80905,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
387,80906,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
388,80907,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
389,80908,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
390,80909,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
391,80910,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
392,80911,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
393,80912,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs, Schriever AFB",El Paso County,Area Code 719
394,80913,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs, Fort Carson, F...",El Paso County,Area Code 719
395,80914,PO Box,"Colorado Springs, Chey Mtn AFB, Cheyenne Mountain AFB, Col...",El Paso County,Area Code 719
396,80915,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
397,80916,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
398,80917,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
399,80918,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
400,80919,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
401,80920,Standard,"Colorado Springs, Co Spgs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
402,80921,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
403,80922,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
404,80923,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
405,80924,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
406,80925,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
407,80926,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
408,80927,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
409,80928,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
410,80929,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
411,80930,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
412,80931,PO Box,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
413,80932,PO Box,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
414,80933,PO Box,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
415,80934,PO Box,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
416,80935,PO Box,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
417,80936,PO Box,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
418,80937,PO Box,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
419,80938,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
420,80939,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
421,80940,Unique,"Colorado Springs, Colorado Spgs",El Paso County,Area Code 719
422,80941,Unique,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
423,80942,Unique,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
424,80943,Unique,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
